crime_id,date_time,day_of_week,crime_type,location,area,area_type,lga,latitude,longitude,weather_condition,is_holiday,time_period
9132b63e-f162-47e4-a9c3-49e03602f8ac,2024-04-27 14:35:12,Saturday,Murder,Agege,Badagry,LGA,Badagry,-18.1288545,-144.465264,Rainy,0,Afternoon
e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-05-01 17:00:34,Thursday,Burglary,Yaba,Coker-Aguda,LCDA,Surulere,-5.529299,-65.846995,Cloudy,0,Evening
3f22faf8-23be-401d-83cf-2fde24933b83,2025-05-31 08:44:08,Saturday,Kidnapping,Ajah,Ikeja,LGA,Ikeja,82.564235,66.344213,Cloudy,0,Morning
6dadd6c7-95a7-4d79-bf3c-4c06434308bc,2025-01-19 15:56:03,Sunday,Theft,Surulere,Lagos Island East,LCDA,Lagos Island,60.6911115,109.361229,Cloudy,0,Afternoon
ff5e9ff0-ff50-4de4-b825-67b85cabcc97,2025-05-18 08:57:52,Sunday,Fraud,Yaba,Imota,LCDA,Ikorodu,66.640927,34.426514,Rainy,0,Morning
dc713d96-0c0f-4195-817a-f08a1745d6d8,2023-10-06 11:01:25,Friday,Burglary,Surulere,Ikeja,LGA,Ikeja,46.7749225,84.954299,Sunny,0,Morning
6c12ace8-ae34-4454-8ac5-b68c28f49481,2023-09-14 04:20:27,Thursday,Assault,Agege,Isolo,LCDA,Oshodi-Isolo,-48.9719705,156.857528,Stormy,0,Morning
77d21e02-ff01-4f99-988c-24c961b1cd22,2024-09-26 06:12:11,Thursday,Assault,Ajah,Yaba,LCDA,Lagos Mainland,-72.946911,26.570376,Clear,0,Morning
ae270da7-02f0-4b90-b143-262fdc5c0eed,2024-08-04 23:44:21,Sunday,Burglary,Ikeja,Ojokoro,LCDA,Ifako-Ijaiye,-22.5115375,117.010891,Cloudy,0,Night
a4161293-c4c2-42e3-844e-a7c8c0398710,2024-12-31 19:33:41,Tuesday,Fraud,Agege,Apapa,LGA,Apapa,-59.2502515,108.283750,Rainy,0,Evening
00d4af59-7427-4ca3-a87d-06ca6f4cc69a,2024-03-11 05:39:48,Monday,Burglary,Ajah,Mushin,LGA,Mushin,-60.0554415,-22.428319,Sunny,0,Morning
e9a1fa6f-81f7-4d1c-adbc-2134c30ff46e,2025-01-01 21:06:16,Wednesday,Assault,Epe,Ifako-Ijaiye,LGA,Ifako-Ijaiye,-19.297042,88.750123,Cloudy,0,Night
9be578c7-81f6-41d4-a392-31a7d777a477,2023-09-11 15:58:28,Monday,Fraud,Surulere,Oriade,LCDA,Amuwo-Odofin,77.8527425,-19.773675,Stormy,0,Afternoon
f4188f3f-8a14-4e62-a95b-4715c333e861,2023-11-22 12:18:17,Wednesday,Burglary,Agege,Oriade,LCDA,Amuwo-Odofin,-48.9725205,20.743469,Stormy,0,Afternoon
04fc6d82-7d15-4385-92fb-e43b99546eb4,2025-02-14 18:58:57,Friday,Assault,Ojota,Ejigbo,LCDA,Oshodi-Isolo,52.3657295,-179.692966,Cloudy,0,Evening
e0c53cb8-3da9-42a9-8ed4-2f1a3d4cbf37,2023-09-15 21:41:54,Friday,Robbery,Lekki,Igbogbo/Bayeku,LCDA,Ikorodu,7.436907,-14.904609,Sunny,0,Night
11b7e948-d0e6-4660-bc69-dee1bb5e4bcf,2024-09-03 16:37:58,Tuesday,Assault,Ikeja,Otun-Akute,LCDA,Alimosho,-68.858816,-134.015155,Clear,1,Afternoon
f264accc-79ac-4b1e-a8e5-6e0c20de435d,2025-01-31 18:59:06,Friday,Fraud,Lekki,Ojodu,LCDA,Ikeja,52.997222,-112.482838,Sunny,1,Evening
6c52c49f-9b49-4d26-9f57-c59a8715a103,2024-08-21 01:24:53,Wednesday,Fraud,Yaba,Coker-Aguda,LCDA,Surulere,-45.6740695,-37.698808,Sunny,0,Morning
fec21bbe-6624-4bfa-8fcc-a39ab683d2e6,2023-12-02 12:32:15,Saturday,Fraud,Epe,Ijede,LCDA,Ikorodu,54.7661915,-72.007845,Cloudy,0,Afternoon
7394988f-847f-49b4-a64d-1bcb702753a1,2024-11-23 17:29:07,Saturday,Theft,Ikeja,Lekki,LCDA,Eti-Osa,84.4503125,20.478606,Clear,0,Evening
969b6662-0562-4059-968c-c69b1064005c,2023-09-23 00:00:53,Saturday,Murder,Victoria Island,Orile-Agege,LCDA,Agege,-23.4533425,-59.366535,Cloudy,0,Morning
b535106e-122c-4a56-81d7-425638602ab6,2024-08-24 06:10:43,Saturday,Burglary,Ajah,Eti-Osa,LGA,Eti-Osa,-28.229047,135.916382,Cloudy,0,Morning
dc1110c1-080a-4dfb-a7c9-9b26114125c6,2024-10-23 04:56:41,Wednesday,Theft,Lekki,Iba,LCDA,Ojo,-74.196194,-57.087814,Clear,0,Morning
7c441fe7-ab42-40a7-874a-493b3ceddf2d,2024-03-03 15:57:59,Sunday,Fraud,Agege,Igbogbo/Bayeku,LCDA,Ikorodu,-70.979375,96.035466,Rainy,0,Afternoon
922fe15a-e1e3-4b63-af7d-dc76b92da22b,2023-12-04 09:59:47,Monday,Murder,Yaba,Otun-Akute,LCDA,Alimosho,54.749507,-108.965619,Cloudy,0,Morning
683514f2-ceb8-4f9d-b914-c120c8dcd19f,2024-09-10 13:41:48,Tuesday,Assault,Victoria Island,Imota,LCDA,Ikorodu,36.8816635,-49.541851,Rainy,1,Afternoon
6c6fa611-5ab3-4edf-ae59-5ed3a8b317fa,2023-11-15 21:49:52,Wednesday,Fraud,Ajah,Orile-Agege,LCDA,Agege,-64.679611,-127.960667,Rainy,0,Night
a56c0941-fbf2-4050-a748-dbcfac619e63,2024-05-05 07:50:05,Sunday,Kidnapping,Victoria Island,Agege,LGA,Agege,35.365979,-150.917068,Stormy,0,Morning
dc96925e-ccf3-4171-96dc-8907ba6c34ab,2023-09-05 10:58:30,Tuesday,Kidnapping,Epe,Ajeromi-Ifelodun,LGA,Ajeromi-Ifelodun,-73.7294095,36.155655,Clear,0,Morning
23e2fcb4-72d8-467d-894a-05e430b187ef,2023-09-13 21:15:19,Wednesday,Assault,Agege,Somolu,LGA,Somolu,-23.251824,-77.140864,Clear,0,Night
ec5b227c-dfde-4fbf-bff3-50bf766ecb15,2024-05-13 16:46:36,Monday,Theft,Ojota,Badagry,LGA,Badagry,-40.745305,-30.457213,Clear,0,Afternoon
ffd0f9d5-a6f2-47b8-8cf3-5b5819108be5,2023-08-18 13:36:33,Friday,Murder,Epe,Onigbongbo,LCDA,Ikeja,28.952003,115.453652,Clear,0,Afternoon
3c835dc0-d944-4fa5-80e9-ab30ed2662e9,2024-08-13 21:37:21,Tuesday,Assault,Victoria Island,Oto-Awori,LCDA,Ojo,-86.0384695,-129.929930,Rainy,1,Night
66aa9385-dd59-4a71-b6b8-24817b3a4e3e,2023-10-28 04:35:48,Saturday,Kidnapping,Epe,Ikorodu West,LCDA,Ikorodu,19.0959435,80.726594,Rainy,0,Morning
63f2ae24-fc3d-4348-808d-4127610461e3,2025-05-21 23:05:14,Wednesday,Burglary,Victoria Island,Otun-Akute,LCDA,Alimosho,-74.260179,-91.611119,Stormy,1,Night
bb026576-f512-44c3-b253-d2186c4a37ea,2024-01-13 00:04:34,Saturday,Theft,Surulere,Ikorodu North,LCDA,Ikorodu,32.1403795,-26.857986,Rainy,0,Morning
309d258c-27a0-43d7-bc96-7f79b7e99aca,2025-02-18 11:15:01,Tuesday,Burglary,Agege,Ejigbo,LCDA,Oshodi-Isolo,59.187923,175.339452,Cloudy,0,Morning
0f9aea4b-8acd-4e10-bc59-4585944528c0,2024-02-06 11:22:04,Tuesday,Assault,Victoria Island,Eti-Osa East,LCDA,Eti-Osa,-31.5613615,-148.602022,Clear,1,Morning
80bacd64-7a0e-4fea-958c-a9ba0cd620c2,2025-01-21 23:36:29,Tuesday,Robbery,Surulere,Apapa,LGA,Apapa,-5.8173485,-149.309627,Cloudy,0,Night
14822f53-8201-4c62-b5f5-9b220e8fa8e0,2025-06-04 02:57:04,Wednesday,Fraud,Ojota,Ikorodu West,LCDA,Ikorodu,52.5730875,-95.478948,Rainy,0,Morning
dca02eec-acda-4acc-9165-e21098543881,2025-04-12 06:30:30,Saturday,Theft,Surulere,Agege,LGA,Agege,-40.117991,-143.212891,Clear,0,Morning
3f07f814-91d6-4f78-a3e9-de99f10c718b,2023-12-20 16:51:05,Wednesday,Robbery,Ikeja,Oshodi-Isolo,LGA,Oshodi-Isolo,18.3876745,-115.636367,Clear,0,Afternoon
a8499b92-6b52-42e3-94fc-dd549e8fc965,2024-09-12 16:09:59,Thursday,Assault,Ajah,Apapa,LGA,Apapa,69.590021,-158.663857,Stormy,0,Afternoon
344a54b8-42c1-4a62-af48-e8d550fd9d3f,2024-09-16 08:46:23,Monday,Assault,Agege,Lagos Island East,LCDA,Lagos Island,61.726947,100.666834,Sunny,0,Morning
abf3e3fc-2181-4d25-a552-38a643ff5011,2024-11-22 04:55:48,Friday,Fraud,Victoria Island,Ibeju-Lekki,LGA,Ibeju-Lekki,-5.6619105,-51.856453,Stormy,0,Morning
ef8c485b-c07a-40f2-add4-253b50f0fd0a,2024-11-03 09:20:23,Sunday,Murder,Epe,Somolu,LGA,Somolu,-9.470148,65.470574,Sunny,0,Morning
ff002d4d-9020-49e4-bf9a-b5c29f044aed,2023-08-16 08:38:05,Wednesday,Robbery,Ikorodu,Kosofe,LGA,Kosofe,-87.499401,66.040164,Clear,0,Morning
21e8ac68-43e4-4caf-8181-a8cc369147eb,2023-09-06 16:07:07,Wednesday,Burglary,Ikorodu,Ayobo-Ipaja,LCDA,Alimosho,-70.334226,108.640273,Sunny,0,Afternoon
48f4ef12-5e99-43d2-be89-6c64e117dac3,2025-06-14 21:32:55,Saturday,Theft,Epe,Otun-Akute,LCDA,Alimosho,3.6863455,-143.067948,Clear,0,Night
fbddcf7c-9c96-49ec-8d71-c366b41b3143,2023-10-21 12:56:49,Saturday,Theft,Yaba,Amuwo-Odofin,LGA,Amuwo-Odofin,27.624274,111.637921,Sunny,0,Afternoon
8dfa6a56-d12d-4c9a-aaf9-15310200b1f0,2025-03-08 21:45:59,Saturday,Assault,Ajah,Ojokoro,LCDA,Ifako-Ijaiye,85.550430,103.972873,Clear,0,Night
43b409ef-2260-470f-a0cc-edc5f05db76e,2024-02-08 13:09:26,Thursday,Burglary,Surulere,Kosofe,LGA,Kosofe,88.077052,-124.387421,Stormy,1,Afternoon
9ad620ab-4821-4ddb-85b8-9cd927cb6f2a,2023-09-18 16:04:45,Monday,Kidnapping,Lekki,Eredo,LCDA,Epe,-61.2677495,117.009682,Rainy,0,Afternoon
439472e6-da58-4e8a-a25d-6b29afffcfd2,2023-12-01 14:45:15,Friday,Burglary,Epe,Somolu,LGA,Somolu,2.0412265,-70.694527,Clear,0,Afternoon
0d01280f-d89a-40c0-a87d-1c78e7c421c7,2024-07-17 13:50:26,Wednesday,Theft,Victoria Island,Epe,LGA,Epe,41.139270,-45.180306,Clear,0,Afternoon
00e85ece-0b49-452d-86d4-83f3d450281c,2023-08-31 16:54:04,Thursday,Robbery,Victoria Island,Yaba,LCDA,Lagos Mainland,80.264434,47.405510,Clear,0,Afternoon
bdc14f1f-295d-4fbf-830f-801dfad409e2,2024-03-06 02:16:39,Wednesday,Burglary,Surulere,Ikeja,LGA,Ikeja,-54.883366,162.047638,Sunny,0,Morning
13432e61-1ca3-4448-8279-b6a68f9797b0,2024-05-29 04:44:38,Wednesday,Robbery,Epe,Mushin,LGA,Mushin,58.0905855,49.612665,Sunny,0,Morning
951f58d0-5e84-4058-95a8-04eb093923de,2025-05-06 22:37:45,Tuesday,Burglary,Lekki,Coker-Aguda,LCDA,Surulere,-49.9885445,112.911559,Clear,0,Night
5d59cd2a-4eea-44e7-8ab5-4bde20a04502,2024-08-23 04:08:50,Friday,Kidnapping,Agege,Ojodu,LCDA,Ikeja,-50.246377,50.739986,Sunny,0,Morning
aabc25fa-3fe1-4e47-ae9b-ec3635c7936c,2025-05-19 06:33:45,Monday,Theft,Ikorodu,Mosan-Okunola,LCDA,Alimosho,-79.290802,12.097368,Stormy,0,Morning
f94d6204-6808-493f-9fed-2c43e256a6dc,2023-09-08 20:32:42,Friday,Kidnapping,Epe,Ifako-Ijaiye,LGA,Ifako-Ijaiye,4.9398845,120.585174,Rainy,0,Night
ccc56569-f9e8-4369-a999-b735dd56cc94,2024-10-15 02:18:07,Tuesday,Theft,Surulere,Amuwo-Odofin,LGA,Amuwo-Odofin,-48.5124045,-52.902615,Stormy,0,Morning
ecab3301-bc8f-4d29-adea-94930658663a,2025-03-11 18:12:48,Tuesday,Robbery,Victoria Island,Amuwo-Odofin,LGA,Amuwo-Odofin,-42.472867,41.348877,Cloudy,0,Evening
3f87e362-cf8d-446a-bc2c-bb0ddd334cc7,2024-03-05 00:43:08,Tuesday,Fraud,Ikeja,Ikoyi-Obalende,LCDA,Eti-Osa,20.5184105,179.653651,Sunny,0,Morning
dbccc477-09e9-4b0a-9f46-529061ee411a,2024-01-14 05:57:07,Sunday,Fraud,Victoria Island,Ikeja,LGA,Ikeja,-47.265655,-121.966604,Clear,0,Morning
598336e3-75d6-4ed4-ab1f-a9f2d10bd1d0,2024-06-20 14:37:51,Thursday,Robbery,Yaba,Akinyele,LCDA,Alimosho,-30.290904,-72.855154,Rainy,0,Afternoon
6601ddd0-3170-4437-a8f7-ef5a060edf5b,2024-02-13 01:30:11,Tuesday,Burglary,Ojota,Apapa,LGA,Apapa,-28.9053005,-60.318830,Rainy,0,Morning
59e4b671-4774-4c58-85f8-bc16f7860b50,2024-03-01 23:34:45,Friday,Assault,Yaba,Ijanikin,LCDA,Ojo,-15.2130615,-142.730018,Stormy,0,Night
89456f27-d7fa-4d8d-bb2c-a025adf4e62d,2024-10-31 06:25:09,Thursday,Fraud,Ojota,Imota,LCDA,Ikorodu,46.7425445,34.575699,Clear,0,Morning
2db69edb-42de-4fcc-b86c-2ca2e08596db,2024-03-04 05:24:50,Monday,Fraud,Yaba,Egbe-Idimu,LCDA,Alimosho,-82.591037,-118.076372,Stormy,0,Morning
587ef344-6f3f-420c-98b8-e4cc1bc044fc,2024-09-13 23:18:36,Friday,Assault,Victoria Island,Agbado/Oke-Odo,LCDA,Alimosho,-18.739416,-159.460824,Cloudy,0,Night
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,2025-01-06 21:23:50,Monday,Burglary,Ajah,Somolu,LGA,Somolu,-5.7978865,54.287182,Cloudy,0,Night
6fa17735-b572-43d0-8b5c-ea6a41357e8c,2024-04-15 04:53:46,Monday,Burglary,Lekki,Lagos Island East,LCDA,Lagos Island,64.7766745,-77.952235,Cloudy,0,Morning
bdf070aa-f0b5-456b-b82c-9074afd5dea5,2023-06-22 07:51:38,Thursday,Robbery,Ajah,Orile-Agege,LCDA,Agege,49.565055,109.079213,Clear,0,Morning
aa0b7b14-f2e9-402d-91e9-cdaa6e6981a3,2025-01-13 11:42:41,Monday,Robbery,Epe,Iru-Victoria Island,LCDA,Eti-Osa,-37.1087845,15.539914,Stormy,0,Morning
1fe771d6-d917-4793-a9d3-c2e6505cc686,2025-06-05 04:44:45,Thursday,Fraud,Yaba,Ikorodu North,LCDA,Ikorodu,-1.3626035,154.554012,Rainy,0,Morning
5380b904-688c-4015-aab9-7e494f2d4796,2024-12-31 01:31:29,Tuesday,Robbery,Agege,Ibeju-Lekki,LGA,Ibeju-Lekki,-9.382855,92.259323,Cloudy,0,Morning
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,2024-04-28 13:37:11,Sunday,Assault,Surulere,Bariga,LCDA,Somolu,-10.635662,117.647935,Cloudy,0,Afternoon
67f48ad5-4d0b-4d1a-91b0-e1d99d9262af,2025-06-20 09:58:56,Friday,Theft,Epe,Yaba,LCDA,Lagos Mainland,11.7760355,-86.569784,Stormy,0,Morning
c9277d9b-6e0d-4648-b5ce-884149732d6c,2024-08-19 14:37:22,Monday,Robbery,Agege,Iru-Victoria Island,LCDA,Eti-Osa,-89.8910315,-16.858378,Stormy,0,Afternoon
71316269-7118-4364-b709-7749527eecfa,2024-09-13 12:01:58,Friday,Assault,Victoria Island,Surulere,LGA,Surulere,72.849474,171.492405,Clear,0,Afternoon
f5b78cc7-e6b3-4944-8b32-3e357922bac2,2024-11-26 18:56:15,Tuesday,Theft,Agege,Eti-Osa,LGA,Eti-Osa,-32.6349665,94.434449,Clear,0,Evening
a9f25336-83f4-49a9-88a6-39d015b52908,2025-02-28 07:18:36,Friday,Kidnapping,Victoria Island,Ifako-Ijaiye,LGA,Ifako-Ijaiye,-44.448814,173.717803,Cloudy,0,Morning
c04a96c4-f3b6-4fe1-9184-332417e8392a,2024-10-24 15:12:20,Thursday,Assault,Ojota,Mushin,LGA,Mushin,76.2315565,-0.047173,Cloudy,0,Afternoon
0640be0f-25b8-4d4b-b2fa-2de8ce7ae7f6,2023-12-20 10:36:03,Wednesday,Kidnapping,Agege,Igbogbo/Bayeku,LCDA,Ikorodu,-6.672410,-59.396961,Sunny,0,Morning
12a4def0-c4bb-47a9-9988-68dd9c7c7377,2023-07-26 21:49:09,Wednesday,Murder,Ikeja,Badagry,LGA,Badagry,-24.275581,75.086880,Sunny,1,Night
b24445a7-b7e5-4481-b1c6-81ec935f2b0a,2024-06-08 17:54:20,Saturday,Kidnapping,Agege,Alimosho,LGA,Alimosho,21.2506605,158.102715,Clear,0,Evening
b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,2024-04-14 06:12:37,Sunday,Assault,Lekki,Isolo,LCDA,Oshodi-Isolo,42.708361,34.561996,Cloudy,0,Morning
f53d4330-cdda-44ba-ad06-e8cf3805f907,2023-06-25 07:41:45,Sunday,Fraud,Epe,Ikorodu West,LCDA,Ikorodu,-61.388191,48.248626,Sunny,0,Morning
eadf5085-3fcb-4546-8eb2-25790cdb1ca4,2024-12-12 13:04:07,Thursday,Theft,Ikeja,Eti-Osa,LGA,Eti-Osa,49.038225,69.403322,Clear,0,Afternoon
aae65fc1-76f2-4bfe-8d29-a36f222282e1,2025-04-09 22:28:07,Wednesday,Murder,Lekki,Ikorodu North,LCDA,Ikorodu,-57.423049,65.061079,Clear,0,Night
e4347d51-c158-4092-b335-cba3513a7052,2024-08-06 13:20:56,Tuesday,Assault,Ajah,Ikoyi-Obalende,LCDA,Eti-Osa,60.0353655,139.681028,Stormy,0,Afternoon
8c41561b-e827-41b9-94a0-2e536d3ee1dc,2024-05-29 18:29:58,Wednesday,Kidnapping,Ikorodu,Ibeju-Lekki,LGA,Ibeju-Lekki,74.457605,91.000712,Clear,0,Evening
3f4b1a70-c074-418e-825a-609f7337c599,2024-06-01 08:45:54,Saturday,Kidnapping,Ajah,Festac,LCDA,Amuwo-Odofin,-47.2763755,74.838897,Clear,1,Morning
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,2025-04-03 08:30:43,Thursday,Theft,Surulere,Lekki,LCDA,Eti-Osa,81.1709385,-31.119604,Rainy,0,Morning
49257af1-b6aa-405b-93d5-f2f7709b7d97,2024-10-19 19:46:14,Saturday,Murder,Yaba,Ayobo-Ipaja,LCDA,Alimosho,-25.7779265,-32.576619,Stormy,0,Evening
14a0bccb-8a47-4a87-a49d-681d51d87c64,2023-12-20 03:36:36,Wednesday,Assault,Ikorodu,Iru-Victoria Island,LCDA,Eti-Osa,-17.0620305,0.306775,Rainy,0,Morning
b4d7e28e-271e-4ee2-b1a6-b1f1620e99d3,2023-10-06 11:48:45,Friday,Burglary,Lekki,Ojokoro,LCDA,Ifako-Ijaiye,-49.511703,-55.842437,Rainy,0,Morning
7746d0ba-8ae8-405b-94b4-a48268586eba,2023-12-04 04:42:13,Monday,Murder,Ikeja,Ikorodu,LGA,Ikorodu,-72.758699,42.730506,Cloudy,0,Morning
e7a37e81-63b4-408b-ab8e-869fd5385b0e,2024-05-08 22:55:35,Wednesday,Kidnapping,Ikorodu,Ojokoro,LCDA,Ifako-Ijaiye,-73.2856745,-68.956633,Rainy,0,Night
9360715f-c3fe-4183-a172-b725db52ca58,2025-02-07 22:21:58,Friday,Burglary,Lekki,Ojodu,LCDA,Ikeja,66.787623,-169.513864,Clear,0,Night
c0e3befd-4c71-40fe-9a0c-dd7cf1578470,2024-04-11 11:08:57,Thursday,Assault,Ikeja,Akinyele,LCDA,Alimosho,38.038272,-176.834568,Sunny,0,Morning
ccc42903-8bcf-43a1-bc10-fa52bf5d2fdf,2024-04-18 22:12:39,Thursday,Kidnapping,Surulere,Onigbongbo,LCDA,Ikeja,22.4801685,108.954965,Sunny,0,Night
7c5308bf-6f92-425e-85df-16b6382c043f,2024-10-01 13:46:34,Tuesday,Assault,Agege,Onigbongbo,LCDA,Ikeja,-30.7995955,82.116207,Rainy,0,Afternoon
67814c1f-cc53-4e36-addc-3e13ab3b4d37,2023-07-13 13:23:41,Thursday,Burglary,Ikeja,Lagos Island East,LCDA,Lagos Island,14.3830605,0.458173,Rainy,0,Afternoon
9f4c3b79-fb10-487f-a0ac-3703eb67146a,2025-01-03 12:03:08,Friday,Murder,Ajah,Lagos Mainland,LGA,Lagos Mainland,-45.696143,70.928175,Clear,0,Afternoon
06f028ff-a9ba-4a27-907b-fe36978648f8,2024-08-08 21:07:09,Thursday,Burglary,Agege,Ayobo-Ipaja,LCDA,Alimosho,-82.7612485,31.538012,Stormy,0,Night
2e85cb21-7631-4e9d-9de9-f86322bd3388,2023-08-25 05:13:37,Friday,Robbery,Victoria Island,Agboyi-Ketu,LCDA,Kosofe,82.5367955,50.109728,Clear,0,Morning
53ac2ab9-7467-4cd9-b62f-5e5c53cd6268,2023-07-30 01:42:23,Sunday,Kidnapping,Agege,Ikorodu,LGA,Ikorodu,-20.164822,23.529838,Stormy,0,Morning
6bebac31-d4f8-4d72-b382-1cfdc083b73a,2024-03-09 03:47:57,Saturday,Burglary,Ikeja,Epe,LGA,Epe,11.770918,-30.612117,Stormy,0,Morning
0d557b61-8a17-4dfe-bfc0-0dc804f64d86,2024-01-02 23:00:54,Tuesday,Burglary,Ajah,Olorunda,LCDA,Badagry,-68.0134635,72.494060,Cloudy,0,Night
a6d964a3-f510-4b53-87fe-e39f1190f938,2024-03-18 20:04:00,Monday,Burglary,Ojota,Igbogbo/Bayeku,LCDA,Ikorodu,-29.810822,169.043454,Clear,0,Night
9f0fda8d-0537-4ff6-96d7-b3b833094d35,2023-07-22 06:47:56,Saturday,Robbery,Ojota,Kosofe,LGA,Kosofe,-81.6704485,-47.240788,Cloudy,0,Morning
90604f62-1d48-4071-ab61-a7b1793b4c32,2023-10-17 08:56:45,Tuesday,Murder,Ikorodu,Agege,LGA,Agege,-25.966080,-112.235630,Stormy,0,Morning
9b1bc895-2af4-4ab7-9e6f-ea07c4536f1d,2023-12-07 07:29:11,Thursday,Kidnapping,Victoria Island,Lekki,LCDA,Eti-Osa,34.8316095,-42.430213,Rainy,0,Morning
9424aed5-1bac-4c15-8fa0-3f26f6f7f0cc,2024-10-04 16:14:48,Friday,Fraud,Ikorodu,Apapa,LGA,Apapa,-59.2553175,-92.078903,Cloudy,1,Afternoon
60141de9-f54a-40a2-a874-66d7ad66a1bd,2023-07-10 23:00:48,Monday,Theft,Ajah,Lagos Island East,LCDA,Lagos Island,-6.2596145,129.128512,Clear,0,Night
a092f52a-d4a0-47a7-b0cc-1b3b9793b9b4,2024-04-24 02:30:27,Wednesday,Theft,Agege,Igbogbo/Bayeku,LCDA,Ikorodu,-36.7612555,-139.199704,Cloudy,0,Morning
ce3714af-99b4-4350-af2b-99b4d9acd158,2023-12-26 15:22:25,Tuesday,Theft,Ikorodu,Agbado/Oke-Odo,LCDA,Alimosho,-62.6460775,-18.089032,Sunny,0,Afternoon
a9597663-6daa-4e68-8861-fe1858e25888,2023-09-23 00:57:46,Saturday,Assault,Agege,Ikorodu West,LCDA,Ikorodu,61.916362,-157.951177,Rainy,0,Morning
d97dc9cd-033d-4bce-975a-ed2ca5c5650c,2024-04-03 20:16:29,Wednesday,Theft,Ikorodu,Lagos Island East,LCDA,Lagos Island,-71.4895675,91.635630,Sunny,1,Night
a2b5b498-5cb8-4aed-b5f6-2c976efb63b1,2024-05-12 06:47:43,Sunday,Kidnapping,Lekki,Iru-Victoria Island,LCDA,Eti-Osa,41.5875185,-123.339252,Stormy,1,Morning
